series,iteration,request_bytes,response_bytes,nanoseconds
push 64 KiB,95,65536,45,4389412
push 64 KiB,96,65536,45,5297546
push 64 KiB,97,65536,45,4453958
push 64 KiB,98,65536,45,3709909
push 64 KiB,99,65536,45,8401581
push 64 KiB,100,65536,45,7118199
push 64 KiB,101,65536,45,4741867
push 64 KiB,102,65536,45,8495120
push 64 KiB,103,65536,45,5943868
push 64 KiB,104,65536,45,5632475
push 64 KiB,105,65536,45,5485736
push 64 KiB,106,65536,45,5449712
push 64 KiB,107,65536,45,5134593
push 64 KiB,108,65536,45,3238035
push 64 KiB,109,65536,45,3516040
push 64 KiB,110,65536,45,5096055
push 64 KiB,111,65536,45,5361441
push 64 KiB,112,65536,45,4938750
push 64 KiB,113,65536,45,4287810
push 64 KiB,114,65536,45,5859082
push 64 KiB,115,65536,45,7122825
push 64 KiB,116,65536,45,4620727
push 64 KiB,117,65536,45,5482200
push 64 KiB,118,65536,45,4460798
push 64 KiB,119,65536,45,13370026
push 64 KiB,120,65536,45,10892834
push 64 KiB,121,65536,45,11421811
push 64 KiB,122,65536,45,12383305
push 64 KiB,123,65536,45,11083928
push 64 KiB,124,65536,45,4596970
push 64 KiB,125,65536,45,4462942
push 64 KiB,126,65536,45,4681287
push 64 KiB,127,65536,45,4816168
push 64 KiB,128,65536,45,4530612
push 64 KiB,129,65536,45,4677220
push 64 KiB,130,65536,45,5353218
push 64 KiB,131,65536,45,5463873
push 64 KiB,132,65536,45,14488793
push 64 KiB,133,65536,45,4882516
push 64 KiB,134,65536,45,4390744
push 64 KiB,135,65536,45,4236513
push 64 KiB,136,65536,45,4525765
push 64 KiB,137,65536,45,4142724
push 64 KiB,138,65536,45,4129764
push 64 KiB,139,65536,45,5116495
push 64 KiB,140,65536,45,4436051
push 64 KiB,141,65536,45,4177846
push 64 KiB,142,65536,45,8106441
push 64 KiB,143,65536,45,6922647
push 64 KiB,144,65536,45,6076716
push 64 KiB,145,65536,45,5201111
push 64 KiB,146,65536,45,3928365
push 64 KiB,147,65536,45,6063757
push 64 KiB,148,65536,45,4123836
push 64 KiB,149,65536,45,4997357
push 64 KiB,150,65536,45,5986241
push 64 KiB,151,65536,45,5572716
push 64 KiB,152,65536,45,5039811
push 64 KiB,153,65536,45,3957277
push 64 KiB,154,65536,45,5024778
push 64 KiB,155,65536,45,4087671
push 64 KiB,156,65536,45,4334600
push 64 KiB,157,65536,45,4098718
push 64 KiB,158,65536,45,4853503
push 64 KiB,159,65536,45,3826452
push 64 KiB,160,65536,45,4563992
push 64 KiB,161,65536,45,8382993
push 64 KiB,162,65536,45,6032431
push 64 KiB,163,65536,45,5061764
push 64 KiB,164,65536,45,5131868
push 64 KiB,165,65536,45,5705773
push 64 KiB,166,65536,45,5213590
push 64 KiB,167,65536,45,4493747
push 64 KiB,168,65536,45,4300919
push 64 KiB,169,65536,45,4450963
push 64 KiB,170,65536,45,3899542
push 64 KiB,171,65536,45,4610361
push 64 KiB,172,65536,45,4407779
push 64 KiB,173,65536,45,4134692
push 64 KiB,174,65536,45,4226990
push 64 KiB,175,65536,45,4662859
push 64 KiB,176,65536,45,4849978
push 64 KiB,177,65536,45,5130526
push 64 KiB,178,65536,45,5198318
push 64 KiB,179,65536,45,4321531
push 64 KiB,180,65536,45,5080962
push 64 KiB,181,65536,45,5005049
push 64 KiB,182,65536,45,9419939
push 64 KiB,183,65536,45,5730751
push 64 KiB,184,65536,45,5466808
push 64 KiB,185,65536,45,5169544
push 64 KiB,186,65536,45,4633956
push 64 KiB,187,65536,45,5277515
push 64 KiB,188,65536,45,4980262
push 64 KiB,189,65536,45,4205197
push 64 KiB,190,65536,45,5172238
push 64 KiB,191,65536,45,4554318
push 64 KiB,192,65536,45,4751912
push 64 KiB,193,65536,45,4427438
push 64 KiB,194,65536,45,5159469
push 64 KiB,195,65536,45,5684842
push 64 KiB,196,65536,45,4273228
push 64 KiB,197,65536,45,6575189
push 64 KiB,198,65536,45,5441790
push 64 KiB,199,65536,45,5520687
echo 64 KiB,0,65536,65546,5144306
echo 64 KiB,1,65536,65546,5917490
echo 64 KiB,2,65536,65546,5172278
echo 64 KiB,3,65536,65546,5427308
echo 64 KiB,4,65536,65546,6518244
echo 64 KiB,5,65536,65546,7760716
echo 64 KiB,6,65536,65546,6396873
echo 64 KiB,7,65536,65546,5824570
echo 64 KiB,8,65536,65546,6291696
echo 64 KiB,9,65536,65546,6326999
echo 64 KiB,10,65536,65546,5594267
echo 64 KiB,11,65536,65546,6566516
echo 64 KiB,12,65536,65546,7318067
echo 64 KiB,13,65536,65546,7187392
echo 64 KiB,14,65536,65546,10700708
echo 64 KiB,15,65536,65546,10241173
echo 64 KiB,16,65536,65546,7725954
echo 64 KiB,17,65536,65546,7232088
echo 64 KiB,18,65536,65546,7291286
echo 64 KiB,19,65536,65546,6678813
echo 64 KiB,20,65536,65546,5767576
echo 64 KiB,21,65536,65546,5082434
echo 64 KiB,22,65536,65546,5816168
echo 64 KiB,23,65536,65546,9339418
echo 64 KiB,24,65536,65546,6781276
echo 64 KiB,25,65536,65546,6872993
echo 64 KiB,26,65536,65546,5625354
echo 64 KiB,27,65536,65546,6093271
echo 64 KiB,28,65536,65546,6336864
echo 64 KiB,29,65536,65546,6287190
echo 64 KiB,30,65536,65546,5665203
echo 64 KiB,31,65536,65546,5630712
echo 64 KiB,32,65536,65546,6752273
echo 64 KiB,33,65536,65546,9206761
echo 64 KiB,34,65536,65546,6307820
echo 64 KiB,35,65536,65546,5105569
echo 64 KiB,36,65536,65546,10092962
echo 64 KiB,37,65536,65546,4604562
echo 64 KiB,38,65536,65546,4483542
echo 64 KiB,39,65536,65546,5512235
echo 64 KiB,40,65536,65546,5222422
echo 64 KiB,41,65536,65546,3086440
echo 64 KiB,42,65536,65546,7352277
echo 64 KiB,43,65536,65546,4784000
echo 64 KiB,44,65536,65546,4920573
echo 64 KiB,45,65536,65546,4974373
echo 64 KiB,46,65536,65546,6357074
echo 64 KiB,47,65536,65546,7975225
echo 64 KiB,48,65536,65546,9494320
echo 64 KiB,49,65536,65546,7244206
echo 64 KiB,50,65536,65546,9413128
echo 64 KiB,51,65536,65546,6793525
echo 64 KiB,52,65536,65546,14643453
echo 64 KiB,53,65536,65546,6370564
echo 64 KiB,54,65536,65546,9999252
echo 64 KiB,55,65536,65546,9670422
echo 64 KiB,56,65536,65546,8676571
echo 64 KiB,57,65536,65546,9633617
echo 64 KiB,58,65536,65546,9649131
echo 64 KiB,59,65536,65546,6856118
echo 64 KiB,60,65536,65546,5464944
echo 64 KiB,61,65536,65546,5630522
echo 64 KiB,62,65536,65546,6600417
echo 64 KiB,63,65536,65546,4694186
echo 64 KiB,64,65536,65546,5609409
echo 64 KiB,65,65536,65546,6781517
echo 64 KiB,66,65536,65546,6760856
echo 64 KiB,67,65536,65546,5149384
echo 64 KiB,68,65536,65546,6241491
echo 64 KiB,69,65536,65546,5786103
echo 64 KiB,70,65536,65546,5246590
echo 64 KiB,71,65536,65546,6897860
echo 64 KiB,72,65536,65546,5153591
echo 64 KiB,73,65536,65546,5937970
echo 64 KiB,74,65536,65546,8079241
echo 64 KiB,75,65536,65546,6965931
echo 64 KiB,76,65536,65546,5770280
echo 64 KiB,77,65536,65546,6220931
echo 64 KiB,78,65536,65546,6160050
echo 64 KiB,79,65536,65546,5202844
echo 64 KiB,80,65536,65546,5199509
echo 64 KiB,81,65536,65546,5680536
echo 64 KiB,82,65536,65546,5332718
echo 64 KiB,83,65536,65546,8645544
echo 64 KiB,84,65536,65546,6315763
echo 64 KiB,85,65536,65546,8076296
echo 64 KiB,86,65536,65546,6192088
echo 64 KiB,87,65536,65546,6596100
echo 64 KiB,88,65536,65546,6440609
echo 64 KiB,89,65536,65546,7649370
echo 64 KiB,90,65536,65546,7866874
echo 64 KiB,91,65536,65546,8964340
echo 64 KiB,92,65536,65546,6721397
echo 64 KiB,93,65536,65546,5869427
echo 64 KiB,94,65536,65546,5468009
echo 64 KiB,95,65536,65546,5026190
echo 64 KiB,96,65536,65546,6086240
echo 64 KiB,97,65536,65546,6023808
echo 64 KiB,98,65536,65546,5337134
echo 64 KiB,99,65536,65546,8248313
echo 64 KiB,100,65536,65546,7242514
echo 64 KiB,101,65536,65546,7689630
echo 64 KiB,102,65536,65546,6362763
echo 64 KiB,103,65536,65546,6306388
echo 64 KiB,104,65536,65546,6247060
echo 64 KiB,105,65536,65546,5862537
echo 64 KiB,106,65536,65546,7420319
echo 64 KiB,107,65536,65546,6658894
echo 64 KiB,108,65536,65546,19003090
echo 64 KiB,109,65536,65546,11682721
echo 64 KiB,110,65536,65546,11809580
echo 64 KiB,111,65536,65546,8584603
echo 64 KiB,112,65536,65546,6815568
echo 64 KiB,113,65536,65546,6334410
echo 64 KiB,114,65536,65546,5144687
echo 64 KiB,115,65536,65546,9582972
echo 64 KiB,116,65536,65546,6767506
echo 64 KiB,117,65536,65546,5708628
echo 64 KiB,118,65536,65546,7462332
echo 64 KiB,119,65536,65546,8014985
echo 64 KiB,120,65536,65546,8202244
echo 64 KiB,121,65536,65546,8562631
echo 64 KiB,122,65536,65546,6677141
echo 64 KiB,123,65536,65546,8818222
echo 64 KiB,124,65536,65546,6971359
echo 64 KiB,125,65536,65546,7320029
echo 64 KiB,126,65536,65546,6827005
echo 64 KiB,127,65536,65546,6144788
echo 64 KiB,128,65536,65546,7990187
echo 64 KiB,129,65536,65546,14312741
echo 64 KiB,130,65536,65546,15370797
echo 64 KiB,131,65536,65546,9010088
echo 64 KiB,132,65536,65546,5659694
echo 64 KiB,133,65536,65546,5130957
echo 64 KiB,134,65536,65546,6721727
echo 64 KiB,135,65536,65546,7113471
echo 64 KiB,136,65536,65546,6025259
echo 64 KiB,137,65536,65546,6086742
echo 64 KiB,138,65536,65546,5179239
echo 64 KiB,139,65536,65546,8423604
echo 64 KiB,140,65536,65546,6083055
echo 64 KiB,141,65536,65546,8328903
echo 64 KiB,142,65536,65546,6594769
echo 64 KiB,143,65536,65546,9582120
echo 64 KiB,144,65536,65546,6330875
echo 64 KiB,145,65536,65546,20841029
echo 64 KiB,146,65536,65546,7399447
echo 64 KiB,147,65536,65546,10037169
echo 64 KiB,148,65536,65546,6871591
echo 64 KiB,149,65536,65546,6547097
echo 64 KiB,150,65536,65546,5539225
echo 64 KiB,151,65536,65546,7232959
echo 64 KiB,152,65536,65546,6796579
echo 64 KiB,153,65536,65546,9750841
echo 64 KiB,154,65536,65546,12834338
echo 64 KiB,155,65536,65546,7904430
echo 64 KiB,156,65536,65546,8246660
echo 64 KiB,157,65536,65546,5776049
echo 64 KiB,158,65536,65546,5674897
echo 64 KiB,159,65536,65546,5391465
echo 64 KiB,160,65536,65546,5303204
echo 64 KiB,161,65536,65546,4689248
echo 64 KiB,162,65536,65546,6518445
echo 64 KiB,163,65536,65546,5975385
echo 64 KiB,164,65536,65546,5416012
echo 64 KiB,165,65536,65546,8520498
echo 64 KiB,166,65536,65546,8344947
echo 64 KiB,167,65536,65546,7138238
echo 64 KiB,168,65536,65546,7616862
echo 64 KiB,169,65536,65546,6913433
echo 64 KiB,170,65536,65546,7118469
echo 64 KiB,171,65536,65546,7952672
echo 64 KiB,172,65536,65546,8042826
echo 64 KiB,173,65536,65546,13391928
echo 64 KiB,174,65536,65546,6352167
echo 64 KiB,175,65536,65546,6853103
echo 64 KiB,176,65536,65546,7491354
echo 64 KiB,177,65536,65546,6493517
echo 64 KiB,178,65536,65546,6126020
echo 64 KiB,179,65536,65546,6679595
echo 64 KiB,180,65536,65546,6435150
echo 64 KiB,181,65536,65546,7026471
echo 64 KiB,182,65536,65546,9925022
echo 64 KiB,183,65536,65546,5685904
echo 64 KiB,184,65536,65546,4972971
echo 64 KiB,185,65536,65546,5582770
echo 64 KiB,186,65536,65546,5440568
echo 64 KiB,187,65536,65546,5214711
echo 64 KiB,188,65536,65546,5509141
echo 64 KiB,189,65536,65546,5654567
echo 64 KiB,190,65536,65546,8975206
echo 64 KiB,191,65536,65546,5553737
echo 64 KiB,192,65536,65546,7072410
echo 64 KiB,193,65536,65546,6620387
echo 64 KiB,194,65536,65546,6815688
echo 64 KiB,195,65536,65546,6988215
echo 64 KiB,196,65536,65546,7306118
echo 64 KiB,197,65536,65546,5191688
echo 64 KiB,198,65536,65546,8884771
echo 64 KiB,199,65536,65546,7137717
